ids,sexually_explicit_adult,sexually_suggestive_mature,offensive,review_recommended,examples,user_id,subforum_id,num_contexts,label
14023149_1,0.003887258004397154,0.04247760400176048,0.47418659925460815,False,Yeah they are buying a lot of houses around my area to probz so they can house there massive inbred family when they come over to the UK .,574612,1387,0,hate
14016815_1,0.017320219427347183,0.2296631783246994,0.10640539973974228,False,BS!,581725,1388,0,noHate
13246274_2,0.013460852205753326,0.20112410187721252,0.07291099429130554,False,I saw Edwards on some TV show not long ago .,575102,1345,0,noHate
13621261_5,0.00954950787127018,0.09667810052633286,0.07246915251016617,False,The Lebanese are one of those who did the massacre at Sabra and Shattila under the direction of the Juden-state Israel .,579371,1393,0,noHate
13587851_7,0.0014450240414589643,0.18997660279273987,0.05179095268249512,False,Around 5 % of Estonians singing on one stage .,572043,1393,0,noHate
31732793_1,0.013287709094583988,0.13507142663002014,0.9879999756813049,True,Yeah they did this crap at my school when I was in kindergarten .,577415,1363,2,noHate
13586328_1,0.19027753174304962,0.24122534692287445,0.17371253669261932,False,"Now, young man !",589256,1393,0,noHate
14302798_1,0.0077973478473722935,0.04085526242852211,0.9879999756813049,True,Call the jackass and tell him about hundreds of thousands of foreign nationals who have invaded our country and laid seige to our cities on May 1 .,573309,1380,1,hate
30852439_3,0.003767863381654024,0.10985447466373444,0.15589559078216553,False,Thank goodness you 're there to pick up the slack .,582493,1346,0,noHate
30751384_1,0.00011607408669078723,0.08709785342216492,0.20187388360500336,False,"Actually, They will be raised by there mother along with their father , the US government .",621450,1362,0,noHate
30429569_2,3.221472434233874e-05,0.11482236534357071,0.04891861975193024,False,Professor Kassin 's research focuses on the remarkable phenomenon of false confessions in criminal investigations--which are far more common than one might expect .,576284,1354,0,noHate
13862527_1,0.007811179384589195,0.035894934087991714,0.06174179166555405,False,i'd like to know more about this debate .. is anyone welcome and where exactly is it being held ? good work by the way Mr.Roach. nice publicity .,592921,1391,0,noHate
14650949_7,0.00011516935774125159,0.03175754472613335,0.12143808603286743,False,"Jesse Matthew Jr. , 32 , was arrested near Galveston , Texas , last week and charged with abduction with intent to defile in connection with the disappearance of Hannah Graham , 18 , who is still missing .",574041,1371,0,noHate
32576555_1,0.00153232307638973,0.32863113284111023,0.9879999756813049,True,"i didnt say they 'd run but race mixing will eventually take over and america will be majority black or mixed race , whites will be in the minority except for in certain republican nationalist areas",576236,1347,1,noHate
31766408_3,0.03020506724715233,0.2296631783246994,0.18099376559257507,False,That 's Great !,592068,1363,0,relation
14671829_8,2.5245376491511706e-06,0.16043056547641754,0.9879999756813049,True,Tell them we 'll legalize drugs and pedophilia .,573247,1371,5,hate
30644511_1,0.0003696898929774761,0.2007266879081726,0.06344570964574814,False,"Love Halloween , even the contemporary themes .",585121,1348,0,noHate
14292758_2,0.1862073391675949,0.1940407156944275,0.054185666143894196,False,Anyone know ?,572462,1380,0,noHate
14112237_3,0.016109954565763474,0.2296631783246994,0.07249007374048233,False,Tereasa,599136,1381,1,noHate
12882682_1,0.0010061872890219092,0.15219388902187347,0.4429331123828888,False,The only people he 's demoralizing ( or trying to demoralize ) are the families of these dead troops at funerals .,577789,1345,0,relation
12855349_1,0.4005950689315796,0.27311667799949646,0.21413157880306244,False,When the girl starts talking the guy in the middles lips start moving .,572083,1346,0,noHate
13857781_1,0.00047501816879957914,0.14592085778713226,0.25606420636177063,False,"During the early punk scene , he was always seen decked out in a Union flag blazer , then all a sudden , an instant nationality transplant .",573642,1391,1,noHate
30451811_1,0.0037380135618150234,0.0922214612364769,0.6244180202484131,True,It is a total disgrace when tax-payer dollars can go to promoting such degenerate filth .,735451,1388,0,hate
31777468_1,0.014969899319112301,0.2674286961555481,0.3585722744464874,False,I'm trying to get a White Nationalist group together in Connecticut .,590006,1363,0,noHate
14265509_6,0.006058685015887022,0.15319187939167023,0.15770067274570465,False,You acted like yourself .,579560,1380,0,noHate
14030847_1,0.0067703151144087315,0.04069770872592926,0.44712918996810913,False,"False, Scotland is almost as bad as England and Scottish females have an obsession with negro males , well the ones i know do anyway .",595845,1387,1,noHate
13147434_5,0.003967661410570145,0.07395346462726593,0.026515619829297066,False,"According to the ICSC , about 150,000 stores are anticipated to shut down in 2009 , which adds to the 150,000 that closed in 2008 and 135,000 in 2007 .",578303,1345,0,noHate
13587091_1,0.03369463235139847,0.018979625776410103,0.49631261825561523,False,"In the local student rag 's dating section , there was a letter sent in by a black guy complaining about white girls at this university shunning him and his other negro friends .",579436,1393,0,noHate
13481903_5,0.04386192187666893,0.19567206501960754,0.13854704797267914,False,Meanwhile the white boy is centered behind him and looks clueless .,576661,1346,0,noHate
30415853_1,0.09738876670598984,0.2413565218448639,0.2664527893066406,False,"Hi: I want to share these wonderful videos , very beautiful teachers and great new methods for everybody can easily learn .",576257,1362,0,noHate
13288494_3,0.0013958466006442904,0.022222479805350304,0.12330999225378036,False,Steve Reed Reporter Three of the suspects charged with the murder of a 12-year old Moore County girl were given suspended sentences for other crimes and were free on probation at the time of her slaying .,572180,1345,6,noHate
13461331_2,0.014494851231575012,0.15467526018619537,0.07073594629764557,False,"I 'm moving to a bigger house pretty soon , and that map is perfect for doing a groidal analysis .",575828,1346,0,hate
13858999_2,0.017037952318787575,0.2296631783246994,0.1396297812461853,False,Hails,572043,1391,0,noHate
14103519_2,0.04245123267173767,0.21772898733615875,0.15786918997764587,False,Wanna talk im or pm me,599592,1381,0,noHate
14411262_1,0.00029194843955338,0.06873028725385666,0.14937175810337067,False,http://uk.youtube.com/watch?v=CnPS2ho-_6w Looks like they are calling a unit home with the express purpose of supressing a rebellion .,579088,1375,0,noHate
14301771_2,0.00035565876169130206,0.1673630326986313,0.039839088916778564,False,Burlington coat factory opening .,581963,1380,0,noHate
13475861_1,0.03200342133641243,0.11058934032917023,0.31257036328315735,False,i love it when jews get a taste of thier own vile medicene I hope each and every one of them young to old starve in the cold,574312,1345,0,hate
14413580_1,0.07677733898162842,0.10067207366228104,0.13012763857841492,False,"I'm sorry to burst your bubble but when people try to use a camera when police are involved they have all been uniformly been forced to turn off their cameras , or they are arrested and cameras confiscated .",603765,1375,0,noHate
30500254_1,0.026514654979109764,0.21189549565315247,0.06684599816799164,False,Thanks for the replies .,575946,1362,0,noHate
31746354_1,0.002317790873348713,0.22878322005271912,0.9879999756813049,True,Your gonna get beat up by guys ! Thats messed not even the sorenyos kids at my school hit girls unless its their whore !,617825,1363,0,noHate
30389753_1,0.08146971464157104,0.12143032997846603,0.22556337714195251,False,"Putting it out there that I am in for a meet up , feel free to private message me .",585320,1388,0,noHate
14417385_2,0.0020342282950878143,0.1758619248867035,0.09854277223348618,False,Regurgitation of good info is better than ingestion of jewish-disinformation .,573810,1375,1,hate
13455957_4,0.006337678525596857,0.2296631783246994,0.07052554935216904,False,- YouTube,575510,1347,0,noHate
30534328_2,0.02837209217250347,0.2296631783246994,0.31506213545799255,False,Lying Marxists !,576359,1354,0,hate
30498223_1,0.00025476826704107225,0.04107394441962242,0.08527745306491852,False,"Hubble View of Eris and Dysnomia This is an image of the dwarf planet Eris ( center ) and its satellite Dysnomia ( at 9 o' clock position ) taken with NASA 's Hubble Space Telescope on Aug. 30 , 2006 .",572147,1348,0,noHate
14668109_1,0.004193220287561417,0.13104355335235596,0.24183782935142517,False,Not to mention that its a business in jails among the gangs too .,572312,1371,0,noHate
30587819_2,5.1287868700455874e-05,0.2137664258480072,0.06801702827215195,False,- YouTube Judge with PDX 1 ammo - YouTube Long barrel : 000 Buck is devestating .,573897,1359,0,noHate
13851581_1,0.0005659843445755541,0.0780518427491188,0.9879999756813049,True,A crude drawing of a swastika on a wall with spraypaint will only make neutral people associate nazi 's with common lowlife scum .,592500,1391,1,noHate
14670062_1,8.865723155615512e-10,0.11015862971544266,0.9879999756813049,True,wtf is feminist about a child speaking out against being trafficked to an old pedophile or anyone else objecting to pedophilia ?,572487,1371,0,noHate
14023131_1,4.4836269808001816e-05,0.268021821975708,0.03226504847407341,False,"Tesco shoppers in Mold , Flintshire flee man wielding machete | Daily Mail Online edit : sorry i just saw this has already been posted .",581625,1387,0,noHate
14406574_1,0.0002961894206237048,0.16422609984874725,0.1301850527524948,False,"A good solution is that we make a good famous news program where we can show this kind of things , but that 's nearly impossible ..",590908,1375,0,noHate
13852694_2,8.037613588385284e-05,0.30517151951789856,0.9879999756813049,True,IRA could have hit a prime minister at any time but chose to hit kids instead .,573444,1391,0,noHate
13471931_2,0.00021768343867734075,0.09697679430246353,0.1155431717634201,False,How great they think it is to have a mixed child .,575087,1346,0,relation
30482838_1,0.001262014964595437,0.14145170152187347,0.039547234773635864,False,"very interesting video , although I spotted at least one error ; Samhain is celebrated from sunset on October 31st to sunset on November 1st .",576917,1348,0,noHate
